x,y,z
31.98,441.75,237.62
953.53,485.97,817.87
119.54,576.22,467.39
976.82,107.93,799.29
107.31,557.55,77.38
93.1,332.77,401.05
16.89,643.19,404.37
14.78,749.01,903.58
69.23,296.82,309.28
695.34,609.17,873.72
255.24,338.79,846.19
589.53,184.29,454.94
186.83,808.13,467.45
495.35,494.9,967.54
513.22,392.87,339.75
611.07,104.85,587.54
664.86,391.23,801.21
929.36,706.58,846.38
82.39,166.5,935.13
943.87,963.74,308.59
39.52,473.33,854.55
596.4,596.3,32.88
810.21,774.59,540.86
697.13,576.17,296.16
442.23,420.48,407.16
320.07,677.73,990.19
240.96,458.28,692.89
432.42,840.64,156.84
459.01,386.7,88.76
70.2,306.53,957.38
73.18,882.87,148.73
743.82,45.19,209.2
591.6,224.88,550.43
115.39,879.32,66.53
240.76,556.32,343.32
173.5,286.46,403.59
289.14,507.74,446.45
361.86,661.49,274.98
607.97,473.44,872.89
923.05,383.4,145.13
66.71,233.16,486.96
868.72,495.13,210.54
2.29,8.63,482.46
395.45,255.32,111.45
977.4,958.45,552.02
365.3,979.7,224.25
220.37,696.94,485.93
70.28,927.33,904.79
397.51,974.78,221.33
32.98,23.84,992.35
127.77,980.24,988.21
367.76,928.08,138.8
819.29,112.66,254.34
398.95,848.06,112.01
842.47,332.04,139.19
717.67,133.43,243.63
673.64,247.23,588.38
805.75,867.22,565.58
211.69,911.68,577.81
971.28,898.01,569.89
593.65,49.46,19.44
729.19,353.91,838.68
453.49,389.5,223.08
67.86,421.97,593.18
916.48,738.45,624.91
393.59,752.38,986.23
59.79,980.38,118.35
71.23,885.39,721.35
397.72,373.36,233.2
488.32,656.56,51.49
803.98,839.33,35.58
359.78,817.99,862.22
956.48,446.03,626.34
501.47,221.75,896.39
83.41,224.23,101.17
658.29,449.07,862.23
916.39,261.9,704.02
87.9,735.63,545.26
721.85,827.47,324.18
536.96,478.24,176.68
535.12,270.7,917.63
478.29,430.57,551.55
225.2,723.5,159.7
716.59,733.13,928.75
852.09,727.28,342.15
645.35,729.9,713.44
350.96,896.38,709.4
544.17,540.82,761.9
9.14,944.14,436.45
568.45,573.03,597.34
60.58,159.66,947.5
164.65,614.89,443.81
78.04,970.68,342.99
233.65,7.66,79.59
329.7,868.55,644.81
627.65,420.08,198.53
157.11,300.86,121.16
597.44,767.68,301.55
185.36,789.03,278.11
961.0,620.28,381.27
489.44,210.15,703.02
750.4,406.89,180.6
738.59,830.98,726.34
148.13,273.3,182.12
538.84,320.4,404.79
956.56,600.19,697.8
839.97,509.11,666.68
591.51,687.73,13.89
823.5,752.72,808.67
550.91,219.11,892.21
762.08,898.8,117.42
249.29,829.16,209.4
120.12,47.96,683.94
507.53,762.69,114.48
659.55,681.5,387.8
923.31,925.93,846.32
827.24,438.05,492.47
848.63,626.17,121.51
96.48,746.7,443.01
327.43,704.72,435.09
148.01,794.01,32.52
366.39,496.91,400.67
504.33,236.78,574.65
674.53,720.67,466.05
887.94,337.56,983.83
686.03,489.65,264.15
770.51,453.42,719.62
398.11,408.34,244.29
977.99,283.03,539.32
809.4,773.17,464.92
820.53,375.01,957.61
562.05,309.96,34.1
479.59,784.56,433.36
565.15,339.58,496.4
516.0,87.25,850.49
218.69,499.33,716.84
252.64,802.46,35.6
747.6,756.9,418.68
343.11,876.12,951.41
704.11,135.51,28.9
686.35,385.62,280.97
535.29,290.78,245.69
764.19,956.74,770.34
130.14,1.67,521.07
508.05,798.28,859.51
32.49,329.58,515.29
892.96,848.54,520.76
809.56,400.75,349.53
796.74,485.5,397.71
815.66,660.52,271.35
539.61,219.03,636.71
250.16,907.18,896.07
573.09,763.72,433.6
426.61,229.64,534.41
550.25,379.22,727.31
164.07,287.55,618.29
865.44,246.45,164.05
945.99,270.32,479.39
865.9,555.61,278.34
974.54,702.09,576.09
584.7,752.42,52.69
768.16,977.13,372.6
776.9,434.87,213.35
641.88,622.2,146.98
39.27,341.39,114.22
823.53,769.55,321.99
985.71,430.21,495.69
45.75,869.74,336.01
931.69,421.58,741.18
995.54,846.85,52.03
796.25,670.91,584.85
310.7,840.7,772.46
621.3,626.43,26.7
242.31,245.34,72.06
664.0,92.74,40.05
888.31,811.78,492.19
421.05,161.75,18.52
979.11,300.12,503.8
849.2,798.39,240.69
807.46,641.7,861.3
469.54,652.55,135.04
71.2,695.35,16.68
109.79,818.11,435.39
672.18,852.77,433.48
39.39,591.26,128.4
954.77,387.03,478.35
38.18,191.28,273.24
138.61,655.83,802.72
746.1,770.56,972.54
947.63,233.96,232.49
95.51,136.49,107.43
395.2,892.61,439.3
137.25,26.71,880.47
934.06,657.51,499.5
186.28,2.06,372.05
102.22,237.27,178.15
172.33,249.88,253.69
80.64,345.0,578.59
442.24,636.94,780.54
452.96,229.04,261.48
704.49,508.6,33.36
101.59,840.47,648.06
216.22,495.12,808.95
326.03,272.26,429.87
352.58,92.7,42.65
183.22,811.74,404.38
690.83,882.97,332.46
568.93,866.56,139.96
889.6,402.15,260.13
316.21,492.52,287.68
319.79,11.52,715.44
379.62,249.5,754.89
68.65,364.52,4.18
854.46,466.0,855.2
779.26,561.62,713.11
726.43,422.6,90.02
355.2,178.61,482.27
967.86,848.79,425.09
88.99,443.71,931.69
663.66,593.97,102.12
727.94,891.33,549.99
87.03,370.25,817.74
884.13,159.79,943.01
445.63,974.98,928.35
169.77,777.8,438.73
190.74,88.28,643.55
758.1,277.01,845.23
327.57,431.5,25.33
753.88,179.31,813.7
245.31,958.26,251.67
904.67,872.48,192.07
268.74,103.04,370.45
33.25,106.01,383.37
844.02,808.11,212.09
193.25,371.73,607.62
925.47,872.86,446.71
968.4,989.19,150.62
733.58,442.51,71.9
386.5,138.76,443.44
263.61,831.95,796.89
15.87,989.03,87.37
713.14,491.07,727.15
190.27,385.67,54.76
573.61,969.74,463.36
761.09,367.89,441.03
771.01,458.04,494.07
39.48,722.87,969.17
395.17,931.14,484.06
434.95,797.36,966.77
217.8,660.07,702.34
974.8,4.42,735.01
255.1,22.81,721.17
641.18,148.36,108.5
769.84,797.14,956.12
138.4,998.73,970.16
433.26,72.16,362.38
201.58,703.26,444.79
111.66,506.69,492.4
78.37,228.13,922.34
107.7,716.19,928.17
868.17,204.49,980.51
757.32,656.62,836.36
954.94,972.42,247.32
993.2,510.52,756.56
784.27,535.09,47.9
625.85,135.55,147.38
369.55,416.15,2.78
309.27,301.49,708.22
744.86,363.76,474.65
854.38,505.98,674.43
569.24,255.71,477.72
936.74,797.13,919.07
439.74,29.71,575.47
534.92,189.55,695.6
90.67,860.92,893.37
519.24,98.94,256.56
180.73,252.52,181.61
67.68,846.57,987.02
952.63,938.0,682.82
97.29,134.05,355.75
32.19,878.5,914.78
142.73,782.87,551.9
22.94,715.18,620.31
869.65,736.97,26.6
90.76,946.91,791.58
204.53,490.87,28.93
995.78,362.15,472.44
957.38,426.45,41.11
430.66,841.01,504.72
969.26,979.05,142.2
864.52,994.15,46.43
217.93,709.81,504.26
160.77,293.91,757.2
830.65,233.57,482.71
751.07,280.46,10.04
913.59,936.72,385.95
683.29,817.95,52.07
541.73,277.68,504.37
625.68,847.36,804.48
770.64,541.45,484.15
456.66,24.27,526.95
41.08,19.42,260.63
965.99,514.29,434.02
885.67,696.31,319.87
482.04,785.95,567.2
996.65,294.25,376.62
649.95,447.83,251.91
14.43,619.24,307.44
973.94,703.58,128.11
616.98,56.86,250.54
718.18,710.19,109.26
534.57,89.44,772.5
217.8,136.0,480.46
749.87,479.63,381.34
566.43,948.59,969.76
192.12,618.77,677.31
568.5,815.27,541.07
260.99,820.9,666.66
591.35,145.38,48.77
5.82,456.71,609.48
150.23,194.65,399.6
496.49,784.98,465.66
488.12,339.63,157.84
283.37,991.76,663.39
85.24,712.45,617.1
685.68,773.54,494.8
269.89,28.53,264.32
255.39,556.25,252.41
645.95,152.11,331.98
634.21,948.98,464.37
426.09,41.78,116.59
209.55,665.93,598.9
702.18,881.95,197.62
3.46,124.18,625.9
723.56,405.57,28.69
523.58,666.58,248.87
945.72,442.69,727.07
520.57,941.65,978.63
236.45,139.06,617.35
992.2,779.45,325.69
125.11,537.05,336.3
64.44,52.61,729.41
171.4,116.4,190.63
888.21,856.55,752.24
338.93,553.94,619.29
205.78,591.04,336.4
978.4,629.97,896.68
407.45,822.11,376.61
457.65,752.92,661.5
760.45,66.03,941.29
747.54,548.89,976.1
775.04,136.96,284.2
951.37,376.5,805.38
273.15,136.09,502.65
744.88,311.58,960.93
490.23,813.5,289.49
390.97,267.23,791.9
998.01,439.35,823.67
905.3,738.05,824.1
535.42,162.3,671.42
952.18,540.87,134.28
455.13,20.6,571.23
185.61,850.83,789.84
276.36,550.79,785.91
474.25,567.6,160.11
177.26,773.23,353.99
169.99,674.47,396.41
661.98,536.25,80.55
687.27,113.29,65.55
341.94,27.92,54.55
301.32,705.63,833.2
237.95,921.1,259.76
231.77,883.86,817.82
779.66,541.64,819.74
246.89,156.02,25.96
425.11,251.96,126.73
494.43,813.72,214.5
95.23,77.12,812.6
186.62,515.66,859.48
720.57,152.89,606.6
693.67,94.47,383.49
430.86,956.23,894.96
644.69,205.36,166.83
362.01,902.19,754.36
133.46,590.88,887.09
674.95,236.81,222.67
711.64,197.65,238.71
765.13,819.55,279.74
328.68,585.78,57.54
242.13,350.67,836.0
690.79,161.54,728.18
830.83,940.95,48.14
818.34,228.95,494.93
893.87,451.34,389.26
101.97,18.62,961.92
76.53,302.33,383.99
340.58,216.22,715.29
782.36,232.21,816.14
840.01,348.74,684.93
962.97,416.7,723.1
631.51,260.11,472.08
831.83,770.18,329.75
548.13,500.72,586.58
141.24,295.87,531.99
321.9,730.58,589.22
401.28,65.59,418.01
527.14,842.92,584.37
588.71,495.01,120.35
131.42,66.33,795.18
310.1,52.5,383.68
208.72,877.35,221.94
686.54,295.44,59.67
68.83,35.86,923.92
699.38,609.26,107.75
989.21,790.67,697.64
630.09,193.82,913.31
916.06,152.26,497.74
815.35,953.18,292.17
872.78,303.39,688.77
174.62,468.99,911.56
932.66,572.73,30.01
564.73,855.06,636.36
391.15,447.63,49.8
264.32,467.9,533.13
201.86,879.27,794.97
128.01,609.84,267.24
794.34,284.61,226.68
154.8,775.29,17.37
604.66,186.18,678.21
392.52,675.55,983.53
417.25,384.39,798.36
907.42,212.16,289.92
189.07,377.89,484.49
947.57,4.41,316.56
324.75,546.4,532.08
155.37,635.21,643.29
740.44,436.94,711.41
518.44,427.47,76.26
410.78,655.62,245.75
122.57,79.66,495.75
625.63,199.5,595.94
808.63,11.67,117.14
208.95,275.85,28.08
458.49,123.46,156.85
646.17,281.22,406.03
826.49,742.64,816.9
667.19,205.41,774.39
579.55,494.32,287.96
781.09,963.15,797.84
445.9,936.01,933.84
324.32,292.94,306.01
57.63,670.33,928.57
579.53,430.86,905.24
371.49,299.82,714.11
324.49,753.12,256.19
146.89,203.2,828.66
619.73,932.78,191.58
497.73,202.27,681.38
438.44,33.39,260.99
944.12,966.52,199.57
726.6,165.75,945.64
797.66,116.09,811.09
297.16,449.08,535.08
130.44,452.59,227.14
242.52,854.63,548.83
385.7,443.65,357.08
247.18,792.33,144.48
506.62,675.48,155.53
942.86,902.66,913.68
747.31,699.25,346.77
378.18,668.66,707.54
493.36,37.37,450.16
689.34,845.38,596.99
287.76,170.57,822.9
666.8,874.9,790.31
678.27,813.36,269.01
629.77,180.86,911.26
116.54,219.48,4.4
980.4,357.61,871.77
669.88,542.04,458.49
114.85,410.89,933.6
238.78,552.03,178.44
270.18,543.8,974.19
416.84,479.21,317.21
280.59,206.84,432.32
146.18,182.0,653.58
970.14,736.01,598.77
829.31,489.42,58.19
543.83,549.77,10.64
908.16,242.55,846.59
247.07,587.34,110.13
385.83,794.54,768.42
353.76,154.74,338.05
951.46,465.13,277.42
238.5,310.83,685.1
209.61,705.16,684.54
949.7,554.94,371.06
688.2,162.12,479.9
313.11,381.92,395.46
315.82,919.85,936.61
308.76,200.99,15.19
482.01,855.57,231.7
990.6,212.27,27.79
508.9,456.18,700.4
977.13,411.87,190.77
150.04,68.3,534.85
326.39,403.11,649.77
524.35,333.97,586.37
328.06,485.02,561.14
782.58,714.41,308.12
390.58,444.19,220.8
202.68,748.01,150.01
787.52,929.85,269.73
799.88,864.8,836.57
75.91,619.68,243.83
139.29,214.74,286.68
664.96,499.78,770.83
440.31,650.51,77.17
561.83,737.83,613.43
294.76,69.27,88.64
102.97,695.02,85.1
359.38,628.68,26.36
627.08,940.99,872.53
640.09,242.87,358.63
146.85,159.95,589.9
562.36,298.78,148.6
825.51,268.57,243.41
965.22,889.85,405.4
775.9,475.97,102.17
582.42,830.16,705.79
690.52,304.69,646.38
645.4,713.37,261.04
316.99,887.8,133.51
189.07,156.73,218.14
632.77,758.78,651.83
313.55,450.0,765.64
975.39,140.48,969.41
455.47,764.73,213.77
625.85,220.07,591.28
84.13,613.85,301.79
683.58,698.0,122.58
364.47,768.67,455.22
284.91,474.77,520.34
487.25,149.99,55.06
427.57,284.52,383.13
940.77,387.8,885.46
403.48,802.15,591.44
372.0,599.82,653.07
537.3,45.38,416.13
105.67,894.96,844.77
867.0,637.52,617.09
503.37,265.13,5.73
606.64,847.25,602.65
450.67,596.65,230.52
310.02,775.49,276.16
290.19,22.58,598.58
196.63,55.52,264.12
869.97,319.47,518.81
588.94,889.68,346.06
71.81,336.23,725.97
993.0,323.22,461.47
868.78,500.48,241.91
481.57,138.39,676.85
928.32,647.29,152.69
129.45,341.59,145.84
452.97,734.81,778.6
106.41,753.0,80.68
617.5,894.7,847.34
875.82,987.0,188.09
133.1,374.5,679.04
219.56,971.91,46.82
437.39,39.53,87.43
743.07,104.63,668.12
694.24,215.49,159.78
495.33,216.01,325.77
999.4,606.99,230.42
265.61,54.09,219.96
650.87,983.87,783.53
844.09,917.05,330.49
490.26,129.62,623.04
512.59,814.38,574.74
108.12,222.39,961.86
575.32,885.69,557.88
969.95,765.75,575.69
3.23,771.71,543.4
773.59,878.35,693.9
633.16,256.62,676.86
344.25,432.4,161.31
320.31,232.11,460.69
991.11,69.69,873.64
263.4,660.48,713.08
69.87,160.19,237.34
420.76,523.58,905.36
502.92,969.83,255.36
711.64,919.85,559.35
744.38,892.93,418.73
172.36,564.03,493.94
202.01,760.57,286.17
752.22,219.93,332.36
784.65,202.94,574.95
939.71,751.72,617.78
130.76,769.98,58.62
25.02,81.14,13.14
701.72,59.69,331.68
200.04,257.84,156.34
907.84,256.06,323.9
42.94,63.51,834.53
329.15,167.31,551.8
924.23,68.65,652.86
185.54,724.18,490.46
571.25,844.37,976.31
74.62,613.21,424.76
872.95,836.83,984.35
926.04,666.44,589.23
752.15,887.11,81.15
329.27,8.56,669.07
998.24,18.46,274.26
239.1,301.83,1.5
65.47,847.49,673.0
211.0,648.62,950.32
924.15,653.94,530.47
820.99,958.53,108.92
626.08,812.96,753.26
126.58,756.77,339.51
489.32,445.55,520.99
112.1,294.51,535.03
408.38,492.42,659.92
142.79,594.59,300.56
717.59,734.4,740.46
340.49,212.45,593.17
710.69,567.69,879.28
218.64,5.55,222.94
168.06,820.27,63.88
173.69,208.43,311.02
529.32,595.37,662.69
627.2,866.57,569.88
754.99,460.93,494.44
79.31,807.99,602.03
474.23,913.27,865.63
950.26,884.23,732.08
171.76,933.55,558.42
456.18,77.92,130.56
998.49,14.84,28.22
884.1,144.28,945.01
138.35,654.55,199.57
93.93,780.51,274.38
661.1,371.31,768.79
174.2,7.26,98.36
84.62,982.57,305.38
25.59,929.87,973.01
725.97,852.92,257.57
330.39,43.55,930.49
418.86,367.57,218.58
675.82,572.85,969.81
10.47,310.64,120.62
694.19,266.15,594.4
44.2,347.53,629.11
346.54,707.19,14.66
65.82,215.56,247.59
752.77,132.78,460.79
392.88,963.37,278.46
72.65,574.15,54.71
521.86,620.32,984.25
202.94,450.08,779.16
708.18,906.93,189.26
223.42,0.57,967.62
228.01,571.46,906.92
823.47,68.6,883.69
879.32,987.04,869.65
593.78,710.37,571.04
623.2,867.54,200.24
925.66,693.69,754.68
951.78,599.11,331.74
26.01,171.63,519.14
163.71,232.67,808.53
493.56,988.25,181.07
420.28,460.95,956.55
680.47,73.18,250.78
266.5,664.31,724.62
781.8,276.21,627.18
144.55,598.16,519.81
227.77,828.24,816.25
163.44,432.06,867.86
640.24,951.94,47.57
438.66,596.37,873.85
96.12,86.38,150.03
745.67,506.13,173.81
169.91,718.76,722.02
684.84,219.34,750.92
819.57,425.72,380.49
120.36,307.85,996.16
409.59,666.21,968.82
7.92,225.36,562.09
926.68,436.16,350.78
656.33,135.7,416.46
170.97,428.17,790.32
176.09,997.86,882.65
732.66,840.26,50.96
29.66,758.75,73.09
468.8,275.48,306.72
337.18,890.02,886.14
837.42,54.17,133.03
521.75,805.79,836.81
336.21,505.36,856.43
484.06,208.41,218.07
405.66,360.16,109.45
479.97,482.26,711.87
938.36,768.05,421.44
808.54,684.62,21.8
448.66,590.79,181.27
538.01,825.05,762.51
375.94,269.4,477.16
272.62,460.86,678.43
930.14,786.44,302.75
503.1,941.69,373.49
96.73,879.83,620.02
205.04,438.01,471.56
451.85,452.84,872.7
557.64,628.45,982.26
515.98,779.26,563.68
889.19,670.05,790.25
267.64,815.76,141.24
72.22,203.01,128.27
43.93,533.22,520.98
964.99,490.78,713.34
78.85,686.79,625.69
110.53,619.33,974.36
587.74,808.87,459.04
696.73,394.78,74.53
337.24,294.15,407.26
816.92,191.2,822.83
901.36,99.14,416.58
361.03,291.79,108.26
551.11,399.82,395.51
177.7,779.97,162.57
797.22,226.93,582.76
841.47,907.99,248.73
434.68,377.96,152.43
104.03,774.81,258.84
857.32,549.38,728.33
932.03,763.78,590.65
450.05,989.22,721.82
406.5,525.12,85.13
354.05,426.99,608.37
857.21,134.89,4.14
284.35,298.96,358.79
25.83,797.77,34.66
313.89,963.78,975.1
326.49,440.45,622.0
334.28,691.88,440.78
585.72,242.01,335.37
387.48,27.88,363.9
828.34,932.71,299.45
205.25,256.52,675.11
123.47,660.72,406.83
408.37,271.84,729.75
295.08,408.94,598.36
852.19,623.16,793.41
289.59,416.21,743.57
374.69,813.84,307.96
814.36,750.52,21.32
292.07,589.73,169.13
445.17,453.85,807.37
448.18,196.99,57.74
89.82,461.71,889.78
72.4,582.7,307.36
170.2,483.03,304.49
523.27,280.47,374.25
140.15,817.61,707.13
303.46,612.7,363.71
322.27,419.03,735.61
421.89,832.83,140.43
228.97,62.56,100.56
943.37,525.73,939.78
827.13,909.2,792.01
429.83,671.42,364.02
274.04,340.02,485.91
205.28,706.9,575.9
870.05,511.14,493.65
170.11,213.96,465.57
16.86,591.34,283.56
698.64,225.34,399.78
589.66,859.61,47.24
85.8,183.99,153.53
844.36,192.91,121.06
149.55,545.15,45.23
170.72,534.23,994.94
758.41,346.42,428.21
827.89,856.99,162.4
373.64,9.49,49.29
276.08,34.46,278.52
296.13,614.1,43.02
693.92,804.95,513.7
465.78,728.39,468.32
998.88,876.84,4.65
758.88,972.86,277.49
650.42,15.14,830.82
122.64,73.84,699.48
213.52,857.29,74.4
571.35,694.03,70.13
998.19,127.57,676.25
143.04,644.7,157.22
807.0,668.02,457.58
888.52,282.91,895.73
210.4,413.87,387.21
965.1,263.58,363.72
144.57,997.94,99.15
806.56,668.09,437.68
698.36,226.81,834.78
351.59,549.39,90.39
72.34,387.75,875.78
818.11,278.64,934.29
387.86,410.9,336.12
457.52,204.26,565.89
750.96,50.65,968.49
435.45,730.86,885.71
906.72,758.49,106.44
46.63,862.57,882.03
10.34,27.33,900.37
555.75,544.6,167.46
884.88,581.01,390.83
41.47,197.02,385.05
836.26,374.46,354.53
832.29,250.05,466.91
452.86,13.88,262.35
991.82,135.08,761.09
954.65,428.13,165.8
62.14,951.81,39.68
21.1,406.02,25.0
307.22,851.39,972.81
368.26,510.68,838.53
349.81,686.97,854.78
262.97,389.13,751.32
44.03,983.24,375.05
24.91,610.5,609.65
313.96,964.56,643.78
161.78,82.72,338.78
233.32,935.1,940.02
661.6,327.64,462.55
328.21,875.23,622.5
415.58,137.25,456.99
687.2,472.86,652.96
152.2,59.81,497.52
355.91,599.71,846.52
7.26,826.93,530.52
790.52,996.05,141.08
77.38,278.49,360.61
818.51,569.07,570.72
545.44,737.08,341.1
444.66,785.98,744.02
463.76,306.7,929.0
608.23,303.91,56.23
933.78,902.04,691.94
164.25,582.27,245.34
683.62,762.28,277.88
667.27,548.77,518.8
836.68,483.67,74.17
934.3,353.42,28.46
354.71,504.43,747.09
161.08,63.91,291.92
668.76,567.78,513.94
592.14,861.99,238.17
744.72,616.65,989.97
160.39,193.02,149.66
30.53,744.73,795.95
948.69,319.38,476.43
157.73,641.03,982.12
633.57,555.09,533.38
446.54,405.47,580.89
560.31,465.94,63.67
734.92,79.33,758.58
628.44,210.2,700.47
950.65,78.29,593.33
607.68,130.11,935.28
949.4,976.18,258.36
494.04,703.75,331.73
230.56,78.77,348.36
328.92,987.67,130.11
195.65,182.31,744.57
901.9,867.0,843.47
158.62,65.44,842.23
451.36,994.56,750.75
312.84,117.91,70.79
504.0,289.65,11.13
899.73,54.61,685.51
470.32,319.95,750.5
169.58,10.97,682.44
478.67,243.64,168.07
213.57,34.44,940.38
409.94,294.14,640.36
11.65,764.17,925.31
262.2,832.02,809.72
737.67,60.98,977.61
110.7,668.2,975.15
392.53,963.97,433.49
954.19,402.19,262.6
165.99,305.53,448.3
847.23,192.54,330.4
304.15,466.32,735.7
207.0,385.64,53.05
551.38,476.83,594.6
651.05,123.16,633.65
70.29,156.84,819.98
917.12,136.48,738.0
648.45,695.13,790.97
3.56,481.05,832.87
998.16,353.89,876.65
166.82,7.49,906.89
191.01,905.76,228.57
127.15,231.63,110.8
456.99,816.58,477.05
338.49,735.8,234.36
173.37,563.48,477.1
345.94,911.93,844.45
900.04,542.52,978.13
761.94,264.5,771.27
159.27,534.21,341.49
539.63,173.87,816.82
170.14,776.4,663.67
311.74,52.89,586.72
156.71,783.12,989.38
203.74,164.14,455.12
252.84,137.84,830.16
796.59,370.62,513.71
979.18,180.94,890.86
701.08,75.91,840.63
144.65,997.77,310.49
528.23,90.24,816.12
166.67,453.19,855.55
543.36,585.57,635.55
835.39,961.91,94.57
235.31,488.01,943.45
312.88,328.79,297.12
181.39,597.71,574.21
144.13,352.43,639.17
193.13,627.24,621.76
566.12,24.18,847.78
561.61,712.79,573.7
535.18,65.8,111.76
536.06,741.61,818.22
782.79,531.18,313.86
538.66,320.3,96.57
742.28,34.12,423.56
19.43,769.37,220.92
383.25,890.23,355.56
499.2,756.21,577.9
526.51,189.81,133.3
764.87,997.37,325.4
144.54,981.4,705.42
222.38,51.64,176.48
717.53,637.9,613.21
628.23,625.68,348.82
332.8,194.59,227.62
803.04,679.96,302.95
587.88,599.04,696.89
88.81,856.1,629.61
914.24,229.72,687.73
957.85,727.03,622.58
955.79,453.03,696.71
91.67,578.44,732.47
317.86,670.73,262.32
684.43,267.57,232.57
972.28,482.04,470.0
66.62,969.52,135.83
292.23,516.52,596.51
119.8,796.37,346.83
489.47,567.55,427.32
948.63,451.44,783.47
208.09,113.87,734.68
730.65,98.89,100.43
784.76,907.62,564.35
269.1,670.65,277.5
497.75,538.32,979.08
532.63,488.01,411.71
847.83,483.32,967.73
864.33,523.6,599.9
547.34,947.21,368.15
887.63,846.32,606.14
864.56,769.0,479.46
31.88,112.3,262.09
480.62,620.02,753.39
238.92,819.89,701.11
82.35,492.0,909.2
694.29,354.66,587.02
26.49,854.46,567.69
337.41,912.51,44.45
408.19,469.15,951.15
41.73,507.19,366.3
483.69,400.75,732.34
637.63,726.89,542.28
710.26,325.55,941.53
842.87,163.04,431.82
261.34,560.05,606.89
514.13,652.24,557.6
999.99,660.06,349.62
356.19,451.71,366.56
231.39,380.96,863.13
831.41,159.99,538.13
892.25,554.61,66.65
122.79,159.93,38.92
832.2,997.34,230.3
401.77,94.03,870.69
826.77,349.55,285.83
357.79,715.46,502.46
426.59,469.76,457.06
438.69,731.3,523.17
86.74,859.7,935.37
514.79,555.14,453.8
97.18,206.11,523.17
391.17,285.55,575.92
616.29,357.02,751.58
189.76,322.42,743.68
279.93,62.35,660.12
675.87,933.66,497.02
70.54,277.9,186.83
196.56,842.99,958.55
299.6,980.2,682.64
796.42,553.2,934.6
415.22,421.74,339.3
247.16,488.71,851.36
782.85,545.58,121.54
422.13,235.06,607.37
128.74,630.68,102.57
603.13,593.05,880.2
70.45,231.51,293.95
780.01,461.06,479.02
433.98,384.25,315.78
188.64,696.49,477.53
949.03,421.81,799.08
502.81,912.36,600.82
606.26,125.23,619.76
437.84,918.46,174.77
56.18,217.31,146.2
25.31,33.86,655.65
975.98,217.02,323.16
335.04,659.28,125.96
541.74,960.17,527.89
694.64,56.43,352.58
792.07,452.15,569.38
913.61,762.29,159.38
611.75,391.79,826.1
944.21,38.0,217.71
315.05,633.22,847.76
816.44,838.77,324.49
386.16,338.39,1.64
518.96,304.82,274.46
308.43,258.53,664.54
366.1,615.59,234.17
719.02,652.98,787.13
189.69,160.44,890.84
20.17,623.91,303.3
636.29,859.69,767.68
494.26,765.66,609.03
858.73,643.63,159.46
384.22,16.3,302.86
898.66,682.36,170.1
857.6,851.72,519.7
460.98,271.62,625.07
538.03,241.95,594.79
708.42,335.97,224.62
899.29,254.43,97.33
316.48,952.67,681.33
934.94,463.25,357.31
251.32,610.45,686.3
241.09,345.21,788.97
465.39,975.36,475.7
920.09,97.76,93.74
260.87,280.08,873.69
176.72,964.44,227.2
327.15,518.87,86.36
998.94,862.56,12.3
117.83,475.74,159.05
224.75,273.06,429.1
298.2,254.42,265.98
998.22,219.65,506.0
333.17,371.04,186.1
62.78,115.5,589.21
325.45,527.7,826.48
564.6,809.72,566.25
612.38,980.13,369.75
962.84,359.23,952.78
513.45,216.31,387.32
768.84,787.54,313.45
442.8,356.81,72.76
456.16,27.37,711.0
453.05,321.07,683.39
362.72,307.84,389.34
762.34,276.19,506.8
318.53,819.35,263.2
183.43,51.18,996.51
743.16,945.53,264.93
240.15,6.59,19.01
371.59,424.28,238.72
206.09,425.32,807.59
584.69,142.16,976.46
329.88,534.83,840.41
680.42,506.62,870.83
311.16,821.27,505.67
972.69,904.33,263.07
207.77,452.55,696.54
246.69,848.63,908.14
830.98,617.03,172.01
157.0,898.08,801.77
526.74,118.95,397.53
850.46,584.87,856.63
912.74,66.26,472.47
507.13,811.36,396.2
249.82,842.9,446.62
253.89,771.99,983.88
178.39,341.42,153.42
975.32,43.56,909.82
589.07,852.53,66.07
987.88,361.11,714.16
546.13,992.68,737.21
567.04,477.68,25.07
978.79,431.13,513.48
663.59,543.74,20.75
409.8,779.58,983.47
26.79,32.51,505.59
363.26,869.92,733.67
337.15,875.92,327.96
573.95,729.36,478.17
683.57,371.67,904.42
138.34,20.17,587.37
870.09,63.4,127.63
288.25,883.96,431.2
189.2,703.65,309.94
593.45,485.22,385.41
592.0,573.46,109.38
733.09,419.45,727.61
186.16,233.97,950.9
52.48,828.38,18.2
465.91,199.47,609.02
523.18,868.1,528.28
470.83,817.81,335.37
272.96,337.17,191.12
229.73,435.61,245.07
652.0,119.51,976.39
825.93,244.93,591.81
22.18,326.42,823.86
284.06,573.33,284.29
882.49,577.9,469.68
586.71,934.82,183.72
551.69,71.61,447.35
41.86,153.61,994.84
555.5,748.08,940.58
403.92,280.0,166.7
492.52,510.29,903.68
272.07,780.92,196.43
422.83,509.08,72.95
171.23,671.05,419.78
357.77,759.51,500.71
154.08,818.74,627.15
805.69,781.83,589.08
122.96,200.79,704.57
131.09,426.88,124.98
558.71,343.76,157.64
2.38,755.37,661.06
63.39,912.17,950.82
281.87,232.34,398.18
735.38,116.35,293.16
254.93,278.52,849.1
419.49,525.8,359.23
57.76,878.11,678.42
206.41,877.25,735.39
953.38,684.48,642.46
